given_address,lat,lon,formatted,name,street,county_code,postcode,suburb,district,city,state_code,confidence_street_level,county,state,country,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
"Glens Falls, New York (United States of America)",43.309941,-73.644447,"Glens Falls, NY 12801, United States of America",,,,12801,,,Glens Falls,NY,,Warren County,New York,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Seven Hills, Ohio (United States of America)",41.3953304,-81.6762392,"Seven Hills, OH, United States of America",,,,,,,Seven Hills,OH,,Cuyahoga County,Ohio,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
La Habana (Cuba),23.135305,-82.3589631,"Havana, Cuba",,,,,,,Havana,,,,,Cuba,cu,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Ledbetter, Texas (United States of America)",30.1507727,-96.791367,"Ledbetter, TX 78946, United States of America",Ledbetter,,,78946,Ledbetter,,,TX,,Fayette County,Texas,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Gary, Indiana (United States of America)",41.6020962,-87.3370647,"Gary, IN, United States of America",,,,,,,Gary,IN,,Lake County,Indiana,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Jerewan (Armenia),40.1776245,44.5126174,"Yerevan, Armenia",,,,,,,Yerevan,,,,,Armenia,am,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Blaina, Blaenau Gwent, Wales (United Kingdom)",51.7645432,-3.1602994,"Blaina, Blaenau Gwent, WLS, United Kingdom",Blaina,,BGW,,,,Blaina,WLS,,Blaenau Gwent,Wales,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Beverly Hills, California (United States of America)",34.0696501,-118.3963062,"Beverly Hills, CA, United States of America",,,,,,,Beverly Hills,CA,,Los Angeles County,California,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Mudlick, Kentucky (United States of America)",38.0292779,-85.0777592,"Mudlick Hollow, Anderson County, KY 40076:40342, United States of America",Mudlick Hollow,,,40076:40342,,,,KY,,Anderson County,Kentucky,United States,us,0.95,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Southbridge, Massachusetts (United States of America)",42.0641046,-72.0304472,"Southbridge, MA 01550, United States of America",,,,01550,,,Southbridge,MA,,Worcester County,Massachusetts,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Burlington, North Carolina (United States of America)",36.0956918,-79.4377991,"Burlington, NC, United States of America",,,,,,,Burlington,NC,,Alamance County,North Carolina,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Clearwater, Florida (United States of America)",27.9658533,-82.8001026,"Clearwater, FL, United States of America",,,,,,,Clearwater,FL,,Pinellas County,Florida,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Brooksville, Florida (United States of America)",28.5552719,-82.3878709,"Brooksville, FL, United States of America",,,,,,,Brooksville,FL,,Hernando County,Florida,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Strongsville, Ohio (United States of America)",41.3144733,-81.83511,"Strongsville, OH, United States of America",,,,,,,Strongsville,OH,,Cuyahoga County,Ohio,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Heidelberg, Baden-Württemberg (Germany)",49.4093582,8.694724,"Heidelberg, BW, Germany",,,,,,,Heidelberg,BW,,,Baden-Württemberg,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Columbia, South Carolina (United States of America)",34.0007493,-81.0343313,"Columbia, SC, United States of America",,,,,,,Columbia,SC,,Richland County,South Carolina,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Lubbock, Texas (United States of America)",33.5635206,-101.879336,"Lubbock, TX, United States of America",,,,,,,Lubbock,TX,,Lubbock County,Texas,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Saskatoon, Saskatchewan (Canada)",52.131802,-106.660767,"Saskatoon, SK, Canada",,,,,,,Saskatoon,SK,,,Saskatchewan,Canada,ca,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Edinburgh, Edinburgh, Scotland (United Kingdom)",55.9519018,-3.1904199,"Edinburgh Waverley, South Ramp, City of Edinburgh, EH1 1BE, United Kingdom",Edinburgh Waverley,South Ramp,,EH1 1BE,Old Town,,City of Edinburgh,SCT,,,Scotland,United Kingdom,gb,0.95,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Grand Prairie, Texas (United States of America)",32.7459645,-96.9977846,"Grand Prairie, TX, United States of America",,,,,,,Grand Prairie,TX,,Dallas County,Texas,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Vega Baja (Puerto Rico),,,,,,,,,,,,,,,,,,,,,
"Erie, Pennsylvania (United States of America)",42.1294712,-80.0852695,"Erie, PA, United States of America",,,,,,,Erie,PA,,Erie County,Pennsylvania,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Puerto Rico,18.19897685,-66.26152219418967,"Puerto Rico, PR, United States of America",Puerto Rico,,,,,,,PR,,,Puerto Rico,United States,us,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Coventry, West Midlands, England (United Kingdom)",52.4081812,-1.510477,"Coventry, West Midlands Combined Authority, ENG, United Kingdom",,,,,,,Coventry,ENG,,West Midlands Combined Authority,England,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Essex, England (United Kingdom)",51.77046785,0.46466977412300386,"Essex, ENG, United Kingdom",Essex,,,,,,,ENG,,,England,United Kingdom,gb,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Nezahualcóyotl, Estado de México (Mexico)",19.4079028,-99.0181547,"5700 Nezahualcóyotl, MEX, Mexico",Nezahualcóyotl,,,5700,,,Nezahualcóyotl,,,Nezahualcóyotl,State of Mexico,Mexico,mx,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Merthyr Tydfil, Merthyr Tydfil, Wales (United Kingdom)",51.7490624,-3.3786183,"Merthyr Tydfil, CF47 8LA, United Kingdom",Merthyr Tydfil,,MTY,CF47 8LA,,,Merthyr Tydfil,WLS,,Merthyr Tydfil,Wales,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Marum, Groningen (Netherlands)",53.1442439,6.2647308,"Marum, GR, Netherlands",,,,,,,Marum,GR,,,Groningen,Netherlands,nl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Tucumcari, New Mexico (United States of America)",35.1719425,-103.72504,"Tucumcari, NM 88401, United States of America",Tucumcari,,,88401,,,Tucumcari,NM,,Quay County,New Mexico,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Australia,-24.7761086,134.755,Australia,,,,,,,,,,,,Australia,au,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Selby, South Dakota (United States of America)",45.506379,-100.032066,"Selby, SD, United States of America",,,,,,,Selby,SD,,Walworth County,South Dakota,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Lund, Skåne (Sweden)",55.7029296,13.1929449,"Lund, Skåne County, Sweden",,,,,,,Lund,,,Skåne County,,Sweden,se,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Anaheim, California (United States of America)",33.8347516,-117.911732,"Anaheim, CA, United States of America",,,,,,,Anaheim,CA,,Orange County,California,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Fort Collins, Colorado (United States of America)",40.5508527,-105.0668085,"Fort Collins, CO, United States of America",,,,,,,Fort Collins,CO,,Larimer County,Colorado,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Wilmington, North Carolina (United States of America)",34.2257282,-77.9447107,"Wilmington, NC, United States of America",,,,,,,Wilmington,NC,,New Hanover County,North Carolina,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Takoma Park, Maryland (United States of America)",38.9778882,-77.0074765,"Takoma Park, MD, United States of America",,,,,,,Takoma Park,MD,,Montgomery County,Maryland,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Allentown, Pennsylvania (United States of America)",40.6022059,-75.4712794,"Allentown, PA, United States of America",,,,,,,Allentown,PA,,Lehigh County,Pennsylvania,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Nauheim, Hessen (Germany)",49.9452137,8.4535626,"64569 Nauheim, Germany",,,,64569,,,Nauheim,,,Kreis Groß-Gerau,Hesse,Germany,de,1,0.75,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Wilmington, Delaware (United States of America)",39.7459468,-75.546589,"Wilmington, DE, United States of America",,,,,,,Wilmington,DE,,New Castle County,Delaware,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Srifa (Lebanon),40.343263,-76.423174,"Lebanon, PA, United States of America",,,,,,Lebanon,Lebanon,PA,,Lebanon County,Pennsylvania,United States,us,0.57,0.95,,,https://www.whosonfirst.org/docs/licenses/
"Morristown, New Jersey (United States of America)",40.7970382,-74.4809868,"Morristown, NJ 07960, United States of America",,,,07960,,,Morristown,NJ,,Morris County,New Jersey,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Union City, New Jersey (United States of America)",40.7795455,-74.0237512,"Union City, NJ 07087, United States of America",,,,07087,,,Union City,NJ,,Hudson County,New Jersey,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Niigata, Niigata (Japan)",37.9160769,139.0365006,"Niigata, Niigata Prefecture, Japan",,,,,,,Niigata,,,Niigata Prefecture,,Japan,jp,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Leicester, Massachusetts (United States of America)",42.2368772,-71.9112404,"Leicester, MA, United States of America",,,,,,,Leicester,MA,,Worcester County,Massachusetts,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Woronesch, Woronesch (Russia)",51.6605982,39.2005858,"Voronezh, Russia",Voronezh,,,,,,Voronezh,,,Voronezh,Voronezh Oblast,Russia,ru,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Monroe, Louisiana (United States of America)",32.5102427,-92.1032411,"Monroe, LA, United States of America",,,,,,,Monroe,LA,,Ouachita Parish,Louisiana,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Stevenston, North Ayrshire, Scotland (United Kingdom)",55.6405878,-4.756814,"Stevenston, KA20 3HE, United Kingdom",Stevenston,,NAY,KA20 3HE,,,Stevenston,SCT,,North Ayrshire,Scotland,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Findlay, Ohio (United States of America)",41.0413873,-83.6503982,"Findlay, OH, United States of America",,,,,,,Findlay,OH,,Hancock County,Ohio,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
San Juan (Puerto Rico),,,,,,,,,,,,,,,,,,,,,
"Großebersdorf, Niederösterreich (Austria)",48.3613007,16.4659971,"2203 Gemeinde Großebersdorf, Austria",Großebersdorf,,,2203,,,Gemeinde Großebersdorf,,,Bezirk Mistelbach,Lower Austria,Austria,at,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Ueda, Nagano (Japan)",36.4021192,138.2490506,"Ueda, Nagano Prefecture, Japan",,,,,,,Ueda,,,Nagano Prefecture,,Japan,jp,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
St. George's (Grenada),12.0535331,-61.751805,"St. George's, Grenada",St. George's,,,1473,,,St. George's,,,Saint George,,Grenada,gd,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Guyana,4.8417097,-58.6416891,Guyana,,,,,,,,,,,,Guyana,gy,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Marietta, Georgia (United States of America)",33.9528472,-84.5496148,"Marietta, GA, United States of America",,,,,,,Marietta,GA,,Cobb County,Georgia,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Knoxville, Tennessee (United States of America)",35.9603948,-83.9210261,"Knoxville, TN, United States of America",,,,,,,Knoxville,TN,,Knox County,Tennessee,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Dortmund, Nordrhein-Westfalen (Germany)",51.5142273,7.4652789,"Dortmund, North Rhine-Westphalia, Germany",,,,,,,Dortmund,,,,North Rhine-Westphalia,Germany,de,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"New Port Richey, Florida (United States of America)",28.2441768,-82.7192671,"New Port Richey, New Port Richey, FL, United States of America",,,,,New Port Richey,,New Port Richey,FL,,Pasco County,Florida,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Arlington Heights, Illinois (United States of America)",42.0811563,-87.9802164,"Arlington Heights, IL, United States of America",,,,,,,Arlington Heights,IL,,Cook County,Illinois,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Stone Mountain, Georgia (United States of America)",33.8080924,-84.1706273,"Stone Mountain, GA, United States of America",,,,,,,Stone Mountain,GA,,DeKalb County,Georgia,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Ponte Vedra Beach, Florida (United States of America)",30.2274645,-81.3800824,"Ponte Vedra Beach, FL, United States of America",Ponte Vedra Beach,,,,,,Ponte Vedra Beach,FL,,Saint Johns County,Florida,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Groningen, Groningen (Netherlands)",53.2190652,6.5680077,"Groningen, GR, Netherlands",,,,,,,Groningen,GR,,,Groningen,Netherlands,nl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Alpine, New Jersey (United States of America)",40.94855,-73.9281139,"Alpine, NJ 07620, United States of America",,,,07620,,,Alpine,NJ,,Bergen County,New Jersey,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Hekinan, Aichi (Japan)",34.86505,136.984523,"Hekinan, 447-0027, Japan",,,,4470027,,,Hekinan,,,Aichi Prefecture,,Japan,jp,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Waco, Texas (United States of America)",31.549333,-97.1466695,"Waco, TX, United States of America",,,,,,,Waco,TX,,McLennan County,Texas,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Amsterdam, New York (United States of America)",42.943367,-74.1850436,"Amsterdam, NY 12010, United States of America",,,,12010,,,Amsterdam,NY,,Montgomery County,New York,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Alexander City, Alabama (United States of America)",32.944012,-85.9538532,"Alexander City, AL 35010, United States of America",,,,,35010,,Alexander City,,Tallapoosa County,Alabama,AL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Siegen, Nordrhein-Westfalen (Germany)",50.8749804,8.0227233,"Siegen, North Rhine-Westphalia, Germany",,,,,,,Siegen,,Kreis Siegen-Wittgenstein,North Rhine-Westphalia,,Germany,de,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Raleigh, North Carolina (United States of America)",35.7803977,-78.6390989,"Raleigh, NC, United States of America",,,,,,,Raleigh,,Wake County,North Carolina,NC,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Leeuwarden, Friesland (Netherlands)",53.2005936,5.7918548,"Leeuwarden, Frisia, Netherlands",,,,,,,Leeuwarden,,,Frisia,,Netherlands,nl,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Morristown, Tennessee (United States of America)",36.2139814,-83.2948923,"Morristown, TN, United States of America",,,,,,,Morristown,,Hamblen County,Tennessee,TN,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Sakai, Fukui (Japan)",36.1677146,136.2262832,"Sakai, Fukui Prefecture, Japan",,,,,,,Sakai,,Fukui Prefecture,,,Japan,jp,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
California (United States of America),36.7014631,-118.755997,"CA, United States of America",,,,,,,,,,California,CA,United States,us,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Macon, Georgia (United States of America)",32.8406946,-83.6324022,"Macon, GA, United States of America",,,,,,,Macon,,Bibb County,Georgia,GA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"San Martín Texmelucan, Puebla (Mexico)",19.283085,-98.432403,"S. Martin Texmelucan, San Martín Texmelucan, Mexico",,,,,,,S. Martin Texmelucan,,San Martín Texmelucan,Puebla,PUE,Mexico,mx,1,1,,,https://www.whosonfirst.org/docs/licenses/
"Oaxaca de Juárez, Oaxaca (Mexico)",17.0604663,-96.7253575,"68001 Oaxaca, OAX, Mexico",,,,Oaxaca,68001,,Oaxaca,,Oaxaca de Juárez,Oaxaca,OAX,Mexico,mx,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Somerville, Alabama (United States of America)",34.4731491,-86.798612,"Somerville, AL, United States of America",,,,,,,Somerville,,Morgan County,Alabama,AL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Gyumri (Armenia),40.7852085,43.8416095,"Gyumri, Akhuryan region, Armenia",,,,,,,Gyumri,,Akhuryan region,Shirak Province,,Armenia,am,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Springfield, Massachusetts (United States of America)",42.1018764,-72.5886727,"Springfield, MA, United States of America",,,,,,,Springfield,,Hampden County,Massachusetts,MA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hungary,47.1817585,19.5060937,Hungary,,,,,,,,,,,,Hungary,hu,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Monument Valley, Arizona (United States of America)",36.9974714,-110.1825427,"Oljato-Monument Valley, AZ 84536, United States of America",,,,Oljato-Monument Valley,84536,,Oljato-Monument Valley,,Navajo County,Arizona,AZ,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Loma Linda, California (United States of America)",34.07547395,-117.24627255015339,"Loma Linda, CA, United States of America",,,,Loma Linda,,,Loma Linda,,San Bernardino County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Lübeck, Schleswig-Holstein (Germany)",53.866444,10.684738,"Lübeck, SH, Germany",,,,,,,Lübeck,,,Schleswig-Holstein,SH,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Darmstadt, Hessen (Germany)",49.872775,8.651177,"Darmstadt, Hesse, Germany",,,,,,,Darmstadt,,,Hesse,,Germany,de,1,0.75,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Handa, Aichi (Japan)",34.8938136,136.9369523,"Handa, Aichi Prefecture, Japan",,,,,,,Handa,,Aichi Prefecture,,,Japan,jp,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Eden, North Carolina (United States of America)",36.4884715,-79.7667026,"Eden, NC 27288, United States of America",,,,,27288,,Eden,,Rockingham County,North Carolina,NC,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Fukuoka, Fukuoka (Japan)",33.5898988,130.4017509,"Fukuoka, Fukuoka Prefecture, Japan",,,,,,,Fukuoka,,Fukuoka Prefecture,,,Japan,jp,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Birmingham, Alabama (United States of America)",33.5206824,-86.8024326,"Birmingham, AL, United States of America",,,,,,,Birmingham,,Jefferson County,Alabama,AL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Dominican Republic,19.0974031,-70.3028026,Dominican Republic,,,,,,,,,,,,Dominican Republic,do,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hokkaido (Japan),43.4519831,142.8197834,"Hokkaido Prefecture, Japan",,,,,,,,,Hokkaido Prefecture,,,Japan,jp,0.95,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Davenport, Iowa (United States of America)",41.5236436,-90.5776368,"Davenport, IA, United States of America",,,,,,,Davenport,,Scott County,Iowa,IA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"New Albany, Indiana (United States of America)",38.2856247,-85.8241312,"New Albany, IN 47150, United States of America",,,,,47150,,New Albany,,Floyd County,Indiana,IN,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Niagara Falls, Ontario (Canada)",43.1065603,-79.0639039,"Niagara Falls, ON, Canada",,,,,,,Niagara Falls,,Niagara Region,Ontario,ON,Canada,ca,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Carroll, Iowa (United States of America)",42.0651587,-94.8666162,"Carroll, IA 51401, United States of America",,,,,51401,,Carroll,,Carroll County,Iowa,IA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Wilson, North Carolina (United States of America)",35.7212689,-77.9155395,"Wilson, NC, United States of America",,,,,,,Wilson,,Wilson County,North Carolina,NC,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Brockton, Massachusetts (United States of America)",42.0834335,-71.0183787,"Brockton, MA, United States of America",,,,,,,Brockton,,Plymouth County,Massachusetts,MA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Bristol, Bristol, England (United Kingdom)",51.4538022,-2.5972985,"Bristol, City of Bristol, ENG, United Kingdom",,,,Bristol,,,Bristol,BST,City of Bristol,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Torreón, Coahuila de Zaragoza (Mexico)",25.542698,-103.410512,"27289 Torreón, Coahuila, Mexico",,,,Torreón,27289,,Torreón,,Torreón,Coahuila,,Mexico,mx,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Manaus, Amazonas (Brazil)",-3.1316333,-59.9825041,"Manaus - AM, 69000-000, Brazil",,,,,69000-000,,Manaus,,Região Geográfica Intermediária de Manaus,Amazonas,AM,Brazil,br,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Leicestershire, England (United Kingdom)",52.666667,-1,"Leicestershire, ENG, United Kingdom",,,,,,,,LEC,Leicestershire,England,ENG,United Kingdom,gb,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Spartanburg, South Carolina (United States of America)",34.9498007,-81.9320157,"Spartanburg, SC, United States of America",,,,,,,Spartanburg,,Spartanburg County,South Carolina,SC,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Swindon, Wiltshire, England (United Kingdom)",51.5613683,-1.7856853,"Swindon, SN1 1LF, United Kingdom",,,,Swindon,SN1 1LF,,Swindon,SWD,Swindon,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Irlam, Greater Manchester, England (United Kingdom)",53.4488075,-2.4223799,"Irlam, Salford, M44 6NT, United Kingdom",,,,Irlam,M44 6NT,,Salford,,Greater Manchester,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Waynesboro, Virginia (United States of America)",38.0686668,-78.8893999,"Waynesboro, VA 22980, United States of America",,,,,22980,,Waynesboro,,,Virginia,VA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Stadthagen, Niedersachsen (Germany)",52.3289688,9.2053496,"31655 Stadthagen, Germany",,,,,31655,,Stadthagen,,Landkreis Schaumburg,Lower Saxony,,Germany,de,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Norman, Oklahoma (United States of America)",35.2225717,-97.4394816,"Norman, OK, United States of America",,,,,,,Norman,,Cleveland County,Oklahoma,OK,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Wichita Falls, Texas (United States of America)",33.9137085,-98.4933873,"Wichita Falls, TX, United States of America",,,,,,,Wichita Falls,,Wichita County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"North Easton, Massachusetts (United States of America)",42.0667665,-71.1036592,"North Easton, Easton, MA 02356, United States of America",,,,North Easton,02356,North Easton,Easton,,Bristol County,Massachusetts,MA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Live Oak, Florida (United States of America)",30.2949457,-82.98402,"Live Oak, FL 32064, United States of America",,,,,32064,,Live Oak,,Suwannee County,Florida,FL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Quebec City, Quebec (Canada)",46.8137431,-71.2084061,"Quebec City, QC, Canada",,,,,,,Quebec City,,Québec (Agglomération),Quebec,QC,Canada,ca,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Mannheim, Baden-Württemberg (Germany)",49.4892913,8.4673098,"Mannheim, BW, Germany",,,,,,,Mannheim,,,Baden-Württemberg,BW,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Sioux City, Iowa (United States of America)",42.4966815,-96.4058782,"Sioux City, IA, United States of America",,,,,,,Sioux City,,Woodbury County,Iowa,IA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Vancouver, Washington (United States of America)",45.6306954,-122.6744557,"Vancouver, WA, United States of America",,,,,,,Vancouver,,Clark County,Washington,WA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Myrtle Beach, California (United States of America)",36.531544,-119.586168,"California, CA, United States of America",,,,California,,,,,,California,CA,United States,us,0.5,,,,https://www.whosonfirst.org/docs/licenses/
"Elmira, New York (United States of America)",42.0897965,-76.8077338,"Elmira, NY, United States of America",,,,,,,Elmira,,Chemung County,New York,NY,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Hertford, Hertfordshire, England (United Kingdom)",51.7957409,-0.078521,"East Hertfordshire, Hertfordshire, ENG, United Kingdom",,,,,,,East Hertfordshire,HRT,Hertfordshire,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
