,Real Name,Weight and Height,Birthplace,Date of Birth,Debut,wrestler_name,Date of Death,Height,Weight
26271,Tetsuya Endo,176 lbs. (80 kg) at 5'11'' (1.80 m),"Shiroishi, Miyagi (Japan)",11th August 1991 (age 30),1st April 2012 (9 years ago),Tetsuya Endo,,,
27520,Miyu Yamashita,,Fukuoka (Japan),19th March 1995 (age 26),30th January 2013 (9 years ago),Miyu Yamashita ,,5'5'' (1.65 m),
27819,Bence Szalay István,200 lbs. (91 kg) at 5'10'' (1.78 m),Hungary,1st April 1991 (age 30),2010,Dover,,,
29648,Danny Duggan,212 lbs. (96 kg) at 5'11'' (1.80 m),"London, Greater London, England (United Kingdom)",25th March 1991 (age 30),,Danny Duggan,,,
30302,Mika Iwata,119 lbs. (54 kg) at 5'3'' (1.60 m),"Fukuoka, Fukuoka (Japan)",10th June 1996 (age 25),12th July 2015 (6 years ago),Mika Iwata ,,,
30610,Orlando Martinez Silva,220 lbs. (100 kg) at 5'11'' (1.80 m),"Ciudad de México, Ciudad de México (Mexico)",1st June 1983 (age 38),??th June 2009,Orlando Silver,,,
35099,unknown,,Germany,18th September ???,7th October 2017 (4 years ago),Stephanie Maze ,,,
892,Francisco Javier Pozas,187 lbs. (85 kg) at 5'7'' (1.70 m),"Santiago de Querétaro, Querétaro Arteaga (Mexico)",3rd February 1964 (age 58),3rd November 1985 (36 years ago),El Pantera,,,
1460,Masashi Honda,242 lbs. (110 kg) at 5'9'' (1.75 m),"Tokyo, Tokyo (Japan)",20th June 1968 (age 53),22nd June 1991 (30 years ago),Mr. Gannosuke,,,
7042,Adam Ortega,177 lbs. (80 kg) at 5'8'' (1.73 m),New York (United States of America),6th May 1984 (age 37),,Pinkie Sánchez,,,
1999,Matt Polinsky,216 lbs. (98 kg) at 6'1'' (1.85 m),"Pittsburgh, Pennsylvania (United States of America)",24th February 1984 (age 38),22nd March 2000 (21 years ago),Corey Graves,,,
27538,Richard Starks,195 lbs. (88 kg) at 6'0'' (1.83 m),"New Orleans, Louisiana (United States of America)",21st February 1990 (age 32),2011,Ricky Starks,,,
604,Angela Katherine Reece,150 lbs. (68 kg) at 5'10'' (1.78 m),"Columbus, Ohio (United States of America)",4th November 1983 (age 38),??th July 2002,Hailey Hatred ,,,
2036,Nanae Takahashi,172 lbs. (78 kg) at 5'5'' (1.65 m),"Kawaguchi, Saitama (Japan)",23rd December 1978 (age 43),14th July 1996 (25 years ago),Nanae Takahashi ,,,
2326,Enrique Chávez López,189 lbs. (86 kg) at 5'7'' (1.70 m),Ciudad de México (Mexico),7th August ???,1991,Jack,,,
2371,Randall Steven Anderson,,"Rome, Georgia (United States of America)",17th July 1959,,Randy Anderson,5th May 2002,,
2399,unknown,170 lbs. (77 kg) at 5'5'' (1.65 m),"Guadalajara, Jalisco (Mexico)",29th June 1986 (age 35),??th October 2002,Súper Nova,,,
2409,Vicente Serrano,,Guanajuato (Mexico),,,Fire,,,
2916,unknown,220 lbs. (100 kg) at 5'4'' (1.63 m),"Tijuana, Baja California (Mexico)",1971,11th December 1988 (33 years ago),Shamu,,,
3670,Alejandro Pérez Pérez,,"Heroica Puebla de Zaragoza, Puebla (Mexico)",1st August 1976 (age 45),1990,Espíritu Maligno,,,168 lbs. (76 kg)
6022,unknown,209 lbs. (95 kg) at 6'0'' (1.83 m),"Berlin, Berlin (Germany)",15th April 1979 (age 42),1997,Ibo Latino,,,
9028,Rochus Hahn,,Germany,16th April 1960 (age 61),,Horst Brack,,,
12796,Héctor Lombard,185 lbs. (84 kg) at 5'9'' (1.75 m),Matanzas (Cuba),2nd February 1978 (age 44),26th September 2004 (17 years ago),Héctor Lombard,,,
21173,Natalie Osman,140 lbs. (64 kg) at 5'8'' (1.73 m),California (United States of America),18th November 1989 (age 32),,Buggy ,,,
30969,Priscilla Lee Kelly,114 lbs. (52 kg) at 5'5'' (1.65 m),"Douglasville, Georgia (United States of America)",5th June 1997 (age 24),13th March 2015 (6 years ago),Gigi Dolin ,,,
1184,Shelly Leonor Martínez,120 lbs. (54 kg) at 5'4'' (1.63 m),"Chino, California (United States of America)",9th February 1980 (age 42),??th December 2000,Shelly Martínez ,,,
1348,Emil Sitoci,207 lbs. (94 kg) at 6'1'' (1.85 m),"Ede, Gelderland (Netherlands)",17th May 1985 (age 36),2001,Emil Sitoci,,,
1339,Luis Ignacio Urive Alvirde,175 lbs. (79 kg) at 5'7'' (1.70 m),"Ciudad de México, Ciudad de México (Mexico)",22nd December 1982 (age 39),30th April 1998 (23 years ago),Místico,,,
1387,Elizabeth Miklosi,120 lbs. (54 kg) at 5'4'' (1.63 m),"New York City, New York (United States of America)",10th August 1983 (age 38),??th August 2000,Lizzy Valentine ,,,
1422,William Fritz Afflis,250 lbs. (113 kg) at 5'9'' (1.75 m),"Indianapolis, Indiana (United States of America)",27th June 1929,1950,Dick the Bruiser,10th November 1991,,
41,Steven Eugene Corino,245 lbs. (111 kg) at 6'3'' (1.91 m),"Winnipeg, Manitoba (Canada)",29th May 1973 (age 48),6th April 1994 (27 years ago),Steve Corino,,,
519,Christopher J. Parks,350 lbs. (159 kg) at 6'6'' (1.98 m),"Washington, District of Columbia (United States of America)",4th October 1973 (age 48),??th January 1995,Chris Parks,,,
5457,Mike Hopes,187 lbs. (85 kg) at 5'10'' (1.78 m),"Stroudsburg, Pennsylvania (United States of America)",18th October 1987 (age 34),??th April 2007,Tim Donst,,,
292,Richard Vigneault,234 lbs. (106 kg) at 6'1'' (1.85 m),"Quebec City, Quebec (Canada)",18th March 1956 (age 65),13th March 1972 (49 years ago),Rick Martel,,,
28146,Tyler Bate,172 lbs. (78 kg) at 5'7'' (1.70 m),"Netherton, West Midlands, England (United Kingdom)",7th March 1997 (age 25),2012,Tyler Bate,,,
2807,Jesús Guillermo Anaya Cortés,152 lbs. (69 kg) at 5'3'' (1.60 m),"Ciudad de México, Ciudad de México (Mexico)",22nd October 1985 (age 36),11th December 2002 (19 years ago),Bam Bam,,,
27536,Max Barsky,211 lbs. (96 kg) at 5'11'' (1.80 m),"Philadelphia, Pennsylvania (United States of America)",19th February 1991 (age 31),18th February 2012 (10 years ago),David Starr,,,
30393,Brittany Baker,,"Punxsutawney, Pennsylvania (United States of America)",23rd April 1991 (age 30),1st August 2015 (6 years ago),Britt Baker ,,5'7'' (1.70 m),
1776,José Luis Mendieta Rodríguez,216 lbs. (98 kg) at 5'9'' (1.75 m),"Ciudad Obregón, Sonora (Mexico)",17th September 1953 (age 68),??th January 1970,Rambo,,,
2727,unknown,174 lbs. (79 kg) at 5'6'' (1.68 m),"Toronto, Ontario (Canada)",,??th March 2004,Jayson Cyprus,,,
2881,unknown,180 lbs. (82 kg) at 5'9'' (1.75 m),"Heroica Puebla de Zaragoza, Puebla (Mexico)",8th June 1967 (age 54),9th March 1986 (36 years ago),Black Tiger,,,
7296,Rich Jay Franklin II.,205 lbs. (93 kg) at 6'1'' (1.85 m),"Cincinnati, Ohio (United States of America)",5th October 1974 (age 47),3rd March 2000 (22 years ago),Rich Franklin,,,
952,Akinori Tsukioka,,Japan,19th August 1975 (age 46),,Kuishinbo Kamen,,5'11'' (1.80 m),
1047,Kuniaki Kobayashi,237 lbs. (108 kg) at 5'11'' (1.80 m),"Komoro, Nagano (Japan)",11th January 1956 (age 66),3rd December 1972 (49 years ago),Kuniaki Kobayashi,,,
3122,José Luis Gutiérrez,203 lbs. (92 kg) at 5'6'' (1.68 m),"Guadalajara, Jalisco (Mexico)",20th August 1963 (age 58),1983,Guerrero Samurai,,,
3666,Saúl Armendáriz,170 lbs. (77 kg) at 5'5'' (1.65 m),"El Paso, Texas (United States of America)",20th May 1970 (age 51),15th October 1989 (32 years ago),Cassandro,,,
8078,Yushin Okami,185 lbs. (84 kg) at 6'2'' (1.88 m),Kanagawa (Japan),21st July 1981 (age 40),20th July 2002 (19 years ago),Yushin Okami,,,
9016,Itzuki Yamazaki,137 lbs. (62 kg) at 5'5'' (1.65 m),Hyogo (Japan),3rd January 1966 (age 56),1980,Itzuki Yamazaki ,,,
9790, Samuel James Alexander Bailey,,"Manchester, Greater Manchester, England (United Kingdom)",28th April 1988 (age 33),,Sam Bailey,,,202 lbs. (92 kg)
14250,Daniel Walsh,210 lbs. (95 kg) at 6'4'' (1.93 m),"Brixham, Devon, England (United Kingdom)",3rd May 1985 (age 36),,Dan Walsh,,,
15692,unknown,251 lbs. (114 kg) at 6'1'' (1.85 m),"Smyrna, Delaware (United States of America)",,2005,Bazooka Joe,,,
18814,Tobias Paeschke,143 lbs. (65 kg) at 5'7'' (1.70 m),"Berlin, Berlin (Germany)",5th October 1982 (age 39),??th November 2003,Vincenzo Coccotti,,,
1157,Rob Etcheverria,223 lbs. (101 kg) at 5'10'' (1.78 m),Montevideo (Uruguay),16th September 1968 (age 53),1991,El Fuego,,,
1358,Rodney Kellman,325 lbs. (147 kg) at 6'2'' (1.88 m),Barbados,24th September 1974 (age 47),12th June 1999 (22 years ago),Dru Onyx,,,
1642,Luther Jacob Goodall,230 lbs. (104 kg) at 5'8'' (1.73 m),"Norfolk, Virginia (United States of America)",30th December 1924,13th September 1951 (70 years ago),Luther Lindsay,21st February 1972,,
1674,Stan Holek,240 lbs. (109 kg) at 6'3'' (1.91 m),"Chatham, Ontario (Canada)",4th April 1933,1951,Stan Neilson,28th November 2015,,
2027,Michiko Omukai,143 lbs. (65 kg) at 5'7'' (1.70 m),"Kuji, Iwate (Japan)",30th May 1975 (age 46),11th January 1992 (30 years ago),Michiko Omukai ,,,
3471,unknown,198 lbs. (90 kg) at 5'8'' (1.73 m),"Kyoto, Kyoto (Japan)",13th January 1986 (age 36),29th April 2007 (14 years ago),Tadasuke,,,
4236,Joel García,189 lbs. (86 kg) at 5'10'' (1.78 m),"Gómez Palacio, Durango (Mexico)",2nd January 1964 (age 58),1978,Stuka,,,
5131,Masato Yakushiji,180 lbs. (82 kg) at 5'7'' (1.70 m),"Yokohama, Kanagawa (Japan)",5th January 1973 (age 49),28th July 1993 (28 years ago),Masato Yakushiji,,,
5176,Patrick Zimmermann,194 lbs. (88 kg) at 5'9'' (1.75 m),"Weinheim, Baden-Württemberg (Germany)",,2nd June 2007 (14 years ago),Dietrich Donazius Rasputin,,,
5438,unknown,205 lbs. (93 kg) at 6'0'' (1.83 m),Netherlands,1983,12th November 2004 (17 years ago),Gabriel Angelfyre,,,
7485,unknown,282 lbs. (128 kg) at 6'1'' (1.85 m),,,,Hans Schroeder,29th April 2017,,
8275,Francis Patrick Roach,280 lbs. (127 kg) at 6'5'' (1.96 m),"Birmingham, West Midlands, England (United Kingdom)",19th May 1937,,Pat Roach,17th July 2004,,
9425,Eddie Alvarez,155 lbs. (70 kg) at 5'8'' (1.73 m),"Philadelphia, Pennsylvania (United States of America)",11th January 1984 (age 38),14th December 2003 (18 years ago),Eddie Alvarez,,,
10112,unknown,168 lbs. (76 kg) at 5'10'' (1.78 m),"Philadelphia, Pennsylvania (United States of America)",18th February 1986 (age 36),5th May 2002 (19 years ago),TJ Mack,,,
10741,Daisuke Sasaki,165 lbs. (75 kg) at 5'6'' (1.68 m),"Tokyo, Tokyo (Japan)",22nd November 1985 (age 36),22nd October 2005 (16 years ago),Daisuke Sasaki,,,
10748,William Harold Riley,175 lbs. (79 kg) at 5'10'' (1.78 m),"Wigan, Greater Manchester, England (United Kingdom)",22nd June 1896,,Billy Riley,15th September 1977,,
11210,Gesias Cavalcante Souza,155 lbs. (70 kg) at 5'8'' (1.73 m),"Río de Janeiro, Río de Janeiro (Brazil)",6th July 1983 (age 38),27th February 2004 (18 years ago),JZ Cavalcante,,,
12099,Peter Sobotta,170 lbs. (77 kg) at 6'0'' (1.83 m),"Zabrze, Slaskie (Poland)",11th January 1987 (age 35),24th October 2004 (17 years ago),Peter Sobotta,,,
12757,Ivan Menjivar,135 lbs. (61 kg) at 5'6'' (1.68 m),El Salvador,30th May 1982 (age 39),27th January 2001 (21 years ago),Ivan Menjivar,,,
12850,Timothy Jerome Grant,155 lbs. (70 kg) at 5'10'' (1.78 m),"Calgary, Alberta (Canada)",26th February 1984 (age 38),29th April 2006 (15 years ago),TJ Grant,,,
14653,Nik Lentz,145 lbs. (66 kg) at 5'8'' (1.73 m),"El Paso, Texas (United States of America)",13th August 1984 (age 37),30th July 2005 (16 years ago),Nik Lentz,,,
16081,unknown,198 lbs. (90 kg) at 5'7'' (1.70 m),Japan,25th May 1990 (age 31),14th June 2009 (12 years ago),Kazuki Hashimoto,,,
16097,James Te-Huna,205 lbs. (93 kg) at 6'2'' (1.88 m),"Darfield, Canterbury (New Zealand)",29th September 1981 (age 40),5th April 2003 (18 years ago),James Te-Huna,,,
16133,unknown,170 lbs. (77 kg) at 5'9'' (1.75 m),"Bellmore, New York (United States of America)",19th February 1983 (age 39),,Dan Barry,,,
16551,Bradley Kaipo Sarbida Tavares,185 lbs. (84 kg) at 6'1'' (1.85 m),"Honolulu, Hawaii (United States of America)",21st December 1987 (age 34),18th April 2008 (13 years ago),Brad Tavares,,,
19169,unknown,142 lbs. (64 kg) at 5'4'' (1.63 m),"Gulfport, Mississippi (United States of America)",,2009,Thunderkitty ,,,
19187,Hideki Suzuki,242 lbs. (110 kg) at 6'3'' (1.91 m),Hokkaido (Japan),18th February 1980 (age 42),24th November 2008 (13 years ago),Hideki Suzuki,,,
19717,Marcin Held,155 lbs. (70 kg) at 5'9'' (1.75 m),Slaskie (Poland),18th January 1992 (age 30),28th September 2008 (13 years ago),Marcin Held,,,
20103,unknown,,United Kingdom,,,Jason Larusso,,,
22497,Adlan Amagov,170 lbs. (77 kg) at 6'2'' (1.88 m),"Grosny, Tschetschenskaja (Russia)",27th August 1986 (age 35),23rd November 2007 (14 years ago),Adlan Amagov,,,
23933,Érik Gregorio Pérez,135 lbs. (61 kg) at 5'8'' (1.73 m),"Monterrey, Nuevo León (Mexico)",19th November 1989 (age 32),3rd May 2008 (13 years ago),Érik Pérez,,,
24341,Yosuke Watanabe,163 lbs. (74 kg) at 5'8'' (1.73 m),"Tokyo, Tokyo (Japan)",14th December 1991 (age 30),26th January 2011 (11 years ago),Yosuke (loves) Santa Maria,,,
28639,unknown,,"St. Louis, Missouri (United States of America)",26th December 1992 (age 29),,Warhorse,,,
31081,unknown,187 lbs. (85 kg) at 5'9'' (1.75 m),"Utsunomiya, Tochigi (Japan)",26th October 1993 (age 28),19th March 2016 (5 years ago),Takuya Nomura,,,
32042,unknown,,"Bucksnort, Tennessee (United States of America)",10th October 1988 (age 33),2015,Mance Warner,,,
331,Randall Keith Orton,245 lbs. (111 kg) at 6'4'' (1.93 m),"Knoxville, Tennessee (United States of America)",1st April 1980 (age 41),18th March 2000 (21 years ago),Randy Orton,,,
316,Nelson Erazo,220 lbs. (100 kg) at 5'10'' (1.78 m),"New York City, New York (United States of America)",20th March 1977 (age 44),5th March 1993 (29 years ago),Homicide,,,
13247,Eduard Säbel,366 lbs. (166 kg) at 6'3'' (1.91 m),"Osnabrück, Niedersachsen (Germany)",10th January 1983 (age 39),20th February 2009 (13 years ago),Demolition Davies,,,
23051,Leonardo Moreno Ayala,196 lbs. (89 kg) at 5'8'' (1.73 m),"Zapopan, Jalisco (Mexico)",6th November 1993 (age 28),2007,Bárbaro Cavernario,,,
31671,Travis Gordon Lopes Jr.,194 lbs. (88 kg) at 5'10'' (1.78 m),"Kalispell, Montana (United States of America)",12th December 1991 (age 30),2015,Flip Gordon,,,
298,Rodney Agatupu Anoa'i,600 lbs. (272 kg) at 6'6'' (1.98 m),"San Francisco, California (United States of America)",2nd October 1966,1984,Yokozuna,23rd October 2000,,
974,Jeremy Borash,180 lbs. (82 kg) at 5'10'' (1.78 m),"Minneapolis, Minnesota (United States of America)",28th May 1977 (age 44),2000,Jeremy Borash,,,
16637,Santana Garrett,120 lbs. (54 kg) at 5'5'' (1.65 m),"Ocala, Florida (United States of America)",22nd May 1988 (age 33),14th March 2009 (12 years ago),Santana Garrett ,,,
528,Hirooki Goto,227 lbs. (103 kg) at 5'11'' (1.80 m),"Kuwana, Mie (Japan)",25th June 1979 (age 42),6th July 2003 (18 years ago),Hirooki Goto,,,
22062,Sesugh Uhaa,250 lbs. (113 kg) at 6'0'' (1.83 m),"Stone Mountain, Georgia (United States of America)",22nd August 1987 (age 34),17th August 2009 (12 years ago),Apollo Crews,,,
23119,Brett Giehl,211 lbs. (96 kg) at 5'11'' (1.80 m),"Albany, New York (United States of America)",4th March 1986 (age 36),2008,Dalton Castle,,,
2850,John Crist,195 lbs. (88 kg) at 5'7'' (1.70 m),"New Carlisle, Ohio (United States of America)",13th July 1984 (age 37),2003,Jake Crist,,,
1722,Satoru Shiga,308 lbs. (140 kg) at 5'11'' (1.80 m),"Tokamachi, Niigata (Japan)",11th June 1969 (age 52),12th November 1995 (26 years ago),Shadow WX,,,
2013,Tomoko Miyaguchi,143 lbs. (65 kg) at 5'3'' (1.60 m),"Seinan, Osaka (Japan)",17th August 1975 (age 46),4th December 1994 (27 years ago),Ran YuYu ,,,
2174,Yoshihito Sasaki,209 lbs. (95 kg) at 5'9'' (1.75 m),"Kawaguchi, Saitama (Japan)",12th March 1982 (age 39),21st June 2000 (21 years ago),Yoshihito Sasaki,,,
3095,unknown,187 lbs. (85 kg) at 5'4'' (1.63 m),Puebla (Mexico),29th May 1981 (age 40),24th February 2003 (19 years ago),Toro Bill Jr.,,,
8072,John Alan Belcher,185 lbs. (84 kg) at 6'2'' (1.88 m),"Jonesboro, Arkansas (United States of America)",24th April 1984 (age 37),24th July 2004 (17 years ago),Alan Belcher,,,
9343,unknown,150 lbs. (68 kg) at 5'8'' (1.73 m),"Sundsvall, Västernorrlands (Sweden)",,2007,Jenny Sjödin ,,,
10387,Krzysztof Soszynski,205 lbs. (93 kg) at 6'1'' (1.85 m),"Stalowa Wola, Podkarpackie (Poland)",8th November 1977 (age 44),2002,Krzysztof Soszynski,,,
10555,Thomas Joseph Lawlor,185 lbs. (84 kg) at 6'0'' (1.83 m),"Fall River, Massachusetts (United States of America)",15th May 1982 (age 39),2005,Tom Lawlor,,,
12482,Chan Sung Jung,145 lbs. (66 kg) at 5'7'' (1.70 m),Pohang (South Korea),17th March 1987 (age 34),24th June 2007 (14 years ago),Chan Sung Jung,,,
21561,Tylor Jeffery Dillashaw,135 lbs. (61 kg) at 5'6'' (1.68 m),"Angels Camp, California (United States of America)",7th February 1986 (age 36),26th March 2010 (11 years ago),TJ Dillashaw,,,
28389,Alex Rohde,,"Glendale, Arizona (United States of America)",17th January 1991 (age 31),,Alexander Hammerstone,,,220 lbs. (100 kg)
2092,Maryse Mizanin,115 lbs. (52 kg) at 5'8'' (1.73 m),"Montréal, Quebec (Canada)",21st January 1983 (age 39),10th July 2006 (15 years ago),Maryse ,,,
2532,Simon Musk,154 lbs. (70 kg) at 5'6'' (1.68 m),"Leeds, West Yorkshire, England (United Kingdom)",7th January 1985 (age 37),??th September 2001,El Ligero,,,
758,Yasuhiro Suzuki,183 lbs. (83 kg) at 5'8'' (1.73 m),"Warabi, Saitama (Japan)",18th June 1978 (age 43),24th December 2001 (20 years ago),Kotaro Suzuki,,,
963,Takao Omori,243 lbs. (110 kg) at 6'3'' (1.91 m),"Tokyo, Tokyo (Japan)",16th October 1969 (age 52),16th October 1992 (29 years ago),Takao Omori,,,
1234,Scott Epperson,185 lbs. (84 kg) at 5'9'' (1.75 m),"San Diego, California (United States of America)",8th June 1980 (age 41),2000,Scott Lost,,,
5466,Matthew Menard-Lee,190 lbs. (86 kg) at 5'9'' (1.75 m),"Niagara Falls, Ontario (Canada)",7th December 1983 (age 38),,Matt Lee,,,
8126,Kevin J. Papics,154 lbs. (70 kg) at 5'6'' (1.68 m),"Bloomsbury, New Jersey (United States of America)",19th September 1984 (age 37),,Lucky tHURTeen,,,
23101,Donte Dunnagan,,Ohio (United States of America),,,Damien Kass,,,
30429,Rachael Ellering,,Minnesota (United States of America),28th December 1992 (age 29),21st November 2015 (6 years ago),Rachael Ellering ,,,
19618,Taeler Conrad,125 lbs. (57 kg) at 5'7'' (1.70 m),"New Bedford, Massachusetts (United States of America)",7th June 1989 (age 32),11th April 2008 (13 years ago),Taeler Hendrix ,,,
8183,David Pownall,214 lbs. (97 kg) at 5'11'' (1.80 m),"Stockport, Greater Manchester, England (United Kingdom)",29th October 1982 (age 39),2nd November 2003 (18 years ago),Dave Rayne,,,
780,Bill Eadie,291 lbs. (132 kg) at 6'3'' (1.91 m),"Brownsville, Pennsylvania (United States of America)",27th December 1947 (age 74),1972,Ax,,,
78,Thomas Edward Gilbert Jr.,222 lbs. (101 kg) at 5'10'' (1.78 m),"Lexington, Tennessee (United States of America)",14th August 1961,10th February 1979 (43 years ago),Eddie Gilbert,18th February 1995,,
14776,Kimberly Benson,209 lbs. (95 kg) at 5'8'' (1.73 m),"Ayr, South Ayrshire, Scotland (United Kingdom)",13th May 1991 (age 30),22nd November 2008 (13 years ago),Doudrop ,,,
21809,Patricia Parker,145 lbs. (66 kg) at 5'3'' (1.60 m),"Carson City, Nevada (United States of America)",5th March 1996 (age 26),23rd January 2011 (11 years ago),Jordynne Grace ,,,
2320,unknown,88 lbs. (40 kg) at 3'7'' (1.09 m),"Veracruz, Veracruz de Ignacio de la Llave (Mexico)",31st December 1973 (age 48),1994,Tsuki,,,
6131,Paul Lloyd Jr.,225 lbs. (102 kg) at 6'1'' (1.85 m),Cape Town (South Africa),3rd March 1981 (age 41),1997,PJ Black,,,
5546,Marc Dionne,160 lbs. (73 kg) at 5'11'' (1.80 m),"Victoriaville, Quebec (Canada)",25th January 1989 (age 33),??th September 2005,Stu Grayson,,,
150,Kazuhiro Hayashi,190 lbs. (86 kg) at 5'9'' (1.75 m),"Tokyo, Tokyo (Japan)",18th May 1973 (age 48),19th November 1992 (29 years ago),Kaz Hayashi,,,
6954,Dana White,220 lbs. (100 kg) at 6'0'' (1.83 m),"Manchester, Connecticut (United States of America)",28th July 1969 (age 52),,Dana White,,,
1349,Jerome Fleisch,154 lbs. (70 kg) at 5'5'' (1.65 m),"London, Greater London, England (United Kingdom)",2nd April 1980 (age 41),1996,Jody Fleisch,,,
1415,Charles E. Wolfe,248 lbs. (112 kg) at 6'3'' (1.91 m),"Highland Park, Texas (United States of America)",14th August 1957,,Gino Hernández,30th January 1986,,
5803,Lindsay Duncan,140 lbs. (64 kg) at 5'8'' (1.73 m),"Coquitlam, British Columbia (Canada)",15th January 1987 (age 35),??th February 2006,Nicole Matthews ,,,
910,José Ángel Nájera Sánchez,212 lbs. (96 kg) at 5'9'' (1.75 m),"Torreón, Coahuila de Zaragoza (Mexico)",6th April 1951,??th November 1969,Fishman,8th April 2017,,
1826,Alexander Pohl,210 lbs. (95 kg) at 5'11'' (1.80 m),"Mücheln, Sachsen-Anhalt (Germany)",16th November 1979 (age 42),2001,Alex Pain,,,
3094,unknown,,"Heroica Puebla de Zaragoza, Puebla (Mexico)",,,Siki Osama Jr.,,,
3420,Aviv Maayan,175 lbs. (79 kg) at 5'7'' (1.70 m),"Winchester, Hampshire, England (United Kingdom)",1986,15th February 2003 (19 years ago),Aviv Maayan,,,
4696,Rachel Hart,165 lbs. (75 kg) at 5'9'' (1.75 m),"Austin, Texas (United States of America)",1st July 1986 (age 35),3rd November 2006 (15 years ago),Rachel Summerlyn ,,,
6444,Wladyslaw Cyganiewicz,,"Jodłowa, Podkarpackie (Poland)",20th November 1891,,Wladek Zbyszko,10th June 1968,,249 lbs. (113 kg)
7630,Thiago Alves d'Araujo,170 lbs. (77 kg) at 5'9'' (1.75 m),"Fortaleza, Ceará (Brazil)",3rd October 1983 (age 38),8th October 2001 (20 years ago),Thiago Alves,,,
8135,Gilbert Melendez,155 lbs. (70 kg) at 5'9'' (1.75 m),"Santa Ana, California (United States of America)",12th April 1982 (age 39),18th October 2002 (19 years ago),Gilbert Melendez,,,
16329,Chad Edward Mendes,145 lbs. (66 kg) at 5'6'' (1.68 m),"Hanford, California (United States of America)",1st May 1985 (age 36),26th September 2008 (13 years ago),Chad Mendes,,,
17064,Carlos Gracie,,"Belém, Pará (Brazil)",14th September 1902,,Carlos Gracie,7th October 1994,,
31121,Jinny Sandhú,128 lbs. (58 kg) at 5'6'' (1.68 m),"London, Greater London, England (United Kingdom)",28th September 1989 (age 32),8th June 2014 (7 years ago),Jinny ,,,
918,Minoru Fujita,176 lbs. (80 kg) at 5'10'' (1.78 m),"Sanyo-Onoda, Yamaguchi (Japan)",5th September 1977 (age 44),1st April 1997 (24 years ago),Minoru Fujita,,,
1813,Ivan Gene LeBell,,"Los Angeles, California (United States of America)",9th October 1932 (age 89),12th October 1955 (66 years ago),Gene LeBell,,,
3346,Michael Haffner,187 lbs. (85 kg) at 5'8'' (1.73 m),"Mannheim, Baden-Württemberg (Germany)",1985,2nd June 2007 (14 years ago),Michael Phoenix,,,
4285,Arturo Santos Hernández,143 lbs. (65 kg) at 5'3'' (1.60 m),"Ciudad de México, Ciudad de México (Mexico)",9th July 1987 (age 34),2004,Mini Sharlie,,,
9392,Héctor López,187 lbs. (85 kg) at 5'10'' (1.78 m),"Naucalpan, Estado de México (Mexico)",25th November 1984 (age 37),2006,Canis Lupus,,,
11941,Norifumi Yamamoto,135 lbs. (61 kg) at 5'4'' (1.63 m),"Kawasaki, Kanagawa (Japan)",15th March 1977,2nd March 2001 (21 years ago),Norifumi Yamamoto,18th September 2018,,
12410,Ricardo Alejandro Lamas,145 lbs. (66 kg) at 5'8'' (1.73 m),"Chicago, Illinois (United States of America)",21st May 1982 (age 39),25th January 2008 (14 years ago),Ricardo Lamas,,,
13186,unknown,,"New York City, New York (United States of America)",29th April 1987 (age 34),2008,Brittney Savage ,,5'3'' (1.60 m),
14007,unknown,170 lbs. (77 kg) at 5'7'' (1.70 m),"London, Greater London, England (United Kingdom)",16th October 1980 (age 41),??th June 1999,Anton Green,,,
16071,Phil Kwabina Davis,205 lbs. (93 kg) at 6'2'' (1.88 m),"Harrisburg, Pennsylvania (United States of America)",25th September 1984 (age 37),11th October 2008 (13 years ago),Phil Davis,,,
16314,James Allen Crockett Jr.,,South Carolina (United States of America),10th August 1944,,Jim Crockett Jr.,3rd March 2021,,
24578,Guillermo Rodríguez,234 lbs. (106 kg) at 6'1'' (1.85 m),"San Luis Potosí, San Luis Potosí (Mexico)",26th April 1988 (age 33),,El Hijo de Dos Caras,,,
25037,unknown,205 lbs. (93 kg) at 5'8'' (1.73 m),"Uwajima, Ehime (Japan)",27th August 1989 (age 32),15th November 2012 (9 years ago),SHO,,,
28647,unknown,99 lbs. (45 kg) at 5'1'' (1.55 m),"Tokyo, Tokyo (Japan)",1st October 2002 (age 19),6th October 2013 (8 years ago),AZM ,,,
28766,Nicole Matthias,,"Elk Grove, California (United States of America)",3rd November 1985 (age 36),,Nicole Savoy ,,,
29654,unknown,176 lbs. (80 kg) at 5'11'' (1.80 m),"Keighley, West Yorkshire, England (United Kingdom)",,2012,Liam Slater,,,
30476,unknown,160 lbs. (73 kg) at 5'8'' (1.73 m),"Kilmacanogue, Wicklow (Ireland)",7th July 1989 (age 32),2011,Katey Harvey ,,,
1122,unknown,195 lbs. (88 kg) at 5'10'' (1.78 m),Pennsylvania (United States of America),12th November 1981 (age 40),2000,Blind Rage,,,
1425,Leo Joseph Smith Jr.,,"Fort Benjamin Harrison, Indiana (United States of America)",24th June 1933,1950,Don Kent,14th June 1993,,
1608,José Mercado López,192 lbs. (87 kg) at 5'7'' (1.70 m),"Ciudad de México, Ciudad de México (Mexico)",24th January 1969 (age 53),,Pentagón Black,,,
1724,Yoshinori Sasaki,276 lbs. (125 kg) at 6'2'' (1.88 m),"Osaka, Osaka (Japan)",23rd July 1974 (age 47),15th November 1997 (24 years ago),Mammoth Sasaki,,,
